,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,H2O_sew
2024-07-01 02:20:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:25:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:30:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:35:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:40:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:45:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:50:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:55:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:05:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:10:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:15:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:20:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:25:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:30:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:35:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:40:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:45:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:50:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:55:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:05:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:10:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:15:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:20:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:25:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:30:00,-21161253.764478687,-8922788.178767093,-14050239.369098302,-2484827.087757923,-400960.7346154832,57283200000.00001
2024-07-01 04:35:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:40:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:45:00,-20969674.855225712,-8909717.659756405,-13954661.339414721,-2481187.196387858,-400373.3885080408,57283200000.00001
2024-07-01 04:50:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:55:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:05:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:10:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:15:00,-20476025.210253898,-8853081.871496344,-13699550.967161126,-2465415.2047204995,-397828.36257989885,57283200000.00001
2024-07-01 05:20:00,-20379340.639489904,-8840634.413689742,-13649064.706804184,-2461948.8240654957,-397269.014792387,57283200000.00001
2024-07-01 05:25:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:30:00,-20198894.94790047,-8817403.301272385,-13554840.48784261,-2455479.4003543323,-396225.0850571766,57283200000.00001
2024-07-01 05:35:00,-20114573.641089723,-8806547.526659843,-13510810.014152283,-2452456.2732470427,-395737.2622739549,57283200000.00001
2024-07-01 05:40:00,-20032972.198102012,-8796041.915366117,-13468199.785202352,-2449530.6599753723,-395265.1746778445,57283200000.00001
2024-07-01 05:45:00,-19954010.536976628,-8785876.157402558,-13426967.984199444,-2446699.689403242,-394808.3589718871,57283200000.00001
2024-07-01 05:50:00,-19877610.70708594,-8776040.217174647,-13387073.907278912,-2443960.5668081273,-394366.3641894937,57283200000.00001
2024-07-01 05:55:00,-19803696.838476025,-8766524.326959958,-13348477.937051794,-2441310.572064796,-393938.75140136527,57283200000.00001
2024-07-01 06:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:05:00,-19596038.561003778,-8736312.167102112,-13240170.10782236,-2432897.0591929913,-392581.11636977864,57283200000.00001
2024-07-01 06:10:00,-19482692.56032614,-8719821.48089685,-13181052.506373156,-2428304.716199121,-391840.07920485863,57283200000.00001
2024-07-01 06:15:00,-19374140.13026253,-8704028.210289191,-13124435.076040575,-2423906.5902071157,-391130.3816016032,57283200000.00001
2024-07-01 06:20:00,-19270219.871382575,-8688908.873309381,-13070233.636111205,-2419696.141934257,-390450.9683575738,57283200000.00001
2024-07-01 06:25:00,-19170786.758159835,-8674442.370223561,-13018372.54596941,-2415667.4955052948,-389800.891320173,57283200000.00001
2024-07-01 06:30:00,-19075633.172996692,-8660598.494790373,-12968743.51900324,-2411812.239055547,-389178.79312032735,57283200000.00001
2024-07-01 06:35:00,-18984521.744106762,-8647342.711837696,-12921222.749779973,-2408120.755195307,-388583.12186106143,57283200000.00001
2024-07-01 06:40:00,-18897309.66881013,-8634654.245033147,-12875735.757048689,-2404587.258110496,-388012.94392237597,57283200000.00001
2024-07-01 06:45:00,-18813818.05661962,-8622507.067636736,-12832189.237327468,-2401204.499848204,-387467.0897482334,57283200000.00001
2024-07-01 06:50:00,-18733876.771328844,-8610876.426566964,-12790494.453083621,-2397965.5871452303,-386944.4470166171,57283200000.00001
2024-07-01 06:55:00,-18657323.975994874,-8599738.776200468,-12750566.995411364,-2394863.962992536,-386443.9576647049,57283200000.00001
2024-07-01 07:00:00,-18560195.287134893,-8578464.444107318,-12697445.049879916,-2388939.4654476084,-385487.959197228,57283200000.00001
2024-07-01 07:05:00,-18467157.462325275,-8558086.143880522,-12646560.493319843,-2383264.495764196,-384572.22545285913,57283200000.00001
2024-07-01 07:10:00,-18366024.74652191,-8535063.683075735,-12590857.822255084,-2376853.1775653944,-383537.6718344162,57283200000.00001
2024-07-01 07:15:00,-18271823.50013705,-8511883.327869812,-12538194.140231559,-2370397.8887738716,-382496.0229612387,57283200000.00001
2024-07-01 07:20:00,-18184033.68736381,-8488535.945570065,-12488332.033879373,-2363896.0861081188,-381446.868440174,57283200000.00001
2024-07-01 07:25:00,-18102164.807653952,-8465005.83268649,-12441044.392917622,-2357343.396444339,-380389.502608064,57283200000.00001
2024-07-01 07:30:00,-18025863.562848248,-8441303.892632151,-12396177.600699458,-2350742.8561760415,-379324.4154284069,57283200000.00001
2024-07-01 07:35:00,-17954854.83425714,-8417458.528645705,-12353620.967441471,-2344102.375065892,-378252.88324926916,57283200000.00001
2024-07-01 07:40:00,-17888768.720289685,-8393459.542623483,-12313203.9600347,-2337419.113135653,-377174.4478014351,57283200000.00001
2024-07-01 07:45:00,-17827319.2372875,-8369315.859373778,-12274802.275019435,-2330695.555774975,-376089.5101364167,57283200000.00001
2024-07-01 07:50:00,-17770239.215583164,-8345035.81656901,-12238299.786480747,-2323934.0248673186,-374998.4449217721,57283200000.00001
2024-07-01 07:55:00,-17717278.919429716,-8320627.207814164,-12203587.946197607,-2317136.6907836907,-373901.60237645946,57283200000.00001
2024-07-01 08:00:00,-17651434.49575627,-8302488.053768037,-12166957.989146832,-2312085.280796162,-373086.4884921082,57283200000.00001
2024-07-01 08:05:00,-17590038.034338962,-8283955.122707892,-12132096.290073719,-2306924.211387007,-372253.6795647219,57283200000.00001
2024-07-01 08:10:00,-17532841.343266945,-8265050.387003079,-12098904.181925556,-2301659.6014438947,-371404.1629602651,57283200000.00001
2024-07-01 08:15:00,-17479645.19606306,-8245806.468719337,-12067308.999157479,-2296300.535592726,-370539.40460700827,57283200000.00001
2024-07-01 08:20:00,-17430211.427917246,-8226236.962977143,-12037212.794309903,-2290850.7998164184,-369660.01542492234,57283200000.00001
2024-07-01 08:25:00,-17384315.610994775,-8206352.42079713,-12008522.283687053,-2285313.3323738836,-368766.4695421496,57283200000.00001
2024-07-01 08:30:00,-17341766.779079676,-8186169.846742856,-11981161.59283788,-2279692.8687131996,-367859.5310878119,57283200000.00001
2024-07-01 08:35:00,-17302395.731957227,-8165710.449651281,-11955066.174407313,-2273995.3150927606,-366940.1531172411,57283200000.00001
2024-07-01 08:40:00,-17266022.44594272,-8144983.6413043905,-11930161.614958357,-2268223.2925151456,-366008.7585649442,57283200000.00001
2024-07-01 08:45:00,-17232488.81739007,-8124003.52512569,-11906385.10790297,-2262380.728516014,-365065.98119235697,57283200000.00001
2024-07-01 08:50:00,-17201646.187975045,-8102783.361981427,-11883677.59880211,-2256471.3159948266,-364112.4168991654,57283200000.00001
2024-07-01 08:55:00,-17173354.715265013,-8081335.626328074,-11861983.535324916,-2250498.528850855,-363148.62624638807,57283200000.00001
2024-07-01 09:00:00,-17183161.215786897,-8072431.949641175,-11865003.225675618,-2248019.023950706,-362748.52431931865,57283200000.00001
2024-07-01 09:05:00,-17193747.25379836,-8062709.024720555,-11867890.094819939,-2245311.373972812,-362311.60807288566,57283200000.00001
2024-07-01 09:10:00,-17205783.908107493,-8051549.588165917,-11870824.14007449,-2242203.6827803818,-361810.1397213799,57283200000.00001
2024-07-01 09:15:00,-17218498.782516524,-8039669.208782355,-11873615.289885186,-2238895.222698883,-361276.27457186533,57283200000.00001
2024-07-01 09:20:00,-17231857.432022415,-8027105.135466778,-11876272.922483942,-2235396.3668388487,-360711.68646717793,57283200000.00001
2024-07-01 09:25:00,-17245830.39567989,-8013889.504650006,-11878805.986613087,-2231716.064586076,-360117.8195127533,57283200000.00001
2024-07-01 09:30:00,-17260383.53067213,-8000058.529087927,-11881221.405633302,-2227864.400505497,-359496.3009906599,57283200000.00001
2024-07-01 09:35:00,-17275479.4173521,-7985651.316251624,-11883524.8248386,-2223852.265285261,-358848.88826194,57283200000.00001
2024-07-01 09:40:00,-17291093.82515657,-7970694.189640343,-11885723.244507933,-2219686.9895200944,-358176.7642180153,57283200000.00001
2024-07-01 09:45:00,-17307198.72411893,-7955216.87622956,-11887822.34065593,-2215376.8516082307,-357481.2646913282,57283200000.00001
2024-07-01 09:50:00,-17323767.83282975,-7939247.248575263,-11889827.435217736,-2210929.6135272873,-356763.6421828123,57283200000.00001
2024-07-01 09:55:00,-17340776.495057408,-7922811.455663024,-11891743.521033093,-2206352.5572732463,-356025.0717418194,57283200000.00001
2024-07-01 10:00:00,-17427937.07854587,-7937758.013018605,-11942086.445507271,-2210514.8897013827,-356696.7208381777,57283200000.00001
2024-07-01 10:05:00,-17512589.37111874,-7950757.91506118,-11990232.902431102,-2214135.1155866566,-357280.8936514833,57283200000.00001
2024-07-01 10:10:00,-17604572.913767952,-7963228.282921116,-12041732.878674941,-2217607.876256512,-357841.27094139176,57283200000.00001
2024-07-01 10:15:00,-17693335.53321359,-7973652.042425879,-12090635.75014006,-2220510.695359104,-358309.6803874918,57283200000.00001
2024-07-01 10:20:00,-17779056.473893885,-7982153.575812712,-12137091.216981275,-2222878.2109858175,-358691.711318166,57283200000.00001
2024-07-01 10:25:00,-17861896.978235174,-7988848.879808881,-12181235.969244506,-2224742.7260227264,-358992.5762445762,57283200000.00001
2024-07-01 10:30:00,-17942033.52084326,-7993848.615988603,-12223211.576607494,-2226135.0576170785,-359217.24793366494,57283200000.00001
2024-07-01 10:35:00,-18019646.45510721,-7997256.153281821,-12263157.925577294,-2227083.9920531646,-359370.37144494243,57283200000.00001
2024-07-01 10:40:00,-18094869.338506073,-7999165.678065956,-12301187.30302896,-2227615.7584487465,-359456.1792042296,57283200000.00001
2024-07-01 10:45:00,-18167843.51381131,-7999665.779769288,-12337413.07477872,-2227755.0272775223,-359478.6521288729,57283200000.00001
2024-07-01 10:50:00,-18238700.42567672,-7998838.84397554,-12371940.667728258,-2227524.7413602755,-359441.4923558627,57283200000.00001
2024-07-01 10:55:00,-18307562.41913061,-7996761.552894911,-12404868.210305741,-2226946.2552365563,-359348.14573135343,57283200000.00001
2024-07-01 11:00:00,-18476513.56994159,-8012217.072965061,-12493702.892072394,-2231250.324116852,-360042.66593703744,57283200000.00001
2024-07-01 11:05:00,-18639156.80219721,-8025626.088033966,-12578512.97671114,-2234984.480211991,-360645.2229432984,57283200000.00001
2024-07-01 11:10:00,-18812323.11701821,-8038309.930648191,-12668043.032826532,-2238516.6895475974,-361215.1930860895,57283200000.00001
2024-07-01 11:15:00,-18978421.40602721,-8048916.411122447,-12753167.458579078,-2241470.392970809,-361691.81341119856,57283200000.00001
2024-07-01 11:20:00,-19137735.29763866,-8057563.965412866,-12834079.941432681,-2243878.5726466216,-362080.4060407048,57283200000.00001
2024-07-01 11:25:00,-19290493.84891857,-8064365.19480207,-12910945.069308853,-2245772.5858942475,-362386.0309056627,57283200000.00001
2024-07-01 11:30:00,-19437112.127046682,-8069437.0038031535,-12984019.110247234,-2247184.988400878,-362613.94131014176,57283200000.00001
2024-07-01 11:35:00,-19578096.122787394,-8072890.385740223,-13053599.285519127,-2248146.689699809,-362769.124928833,57283200000.00001
2024-07-01 11:40:00,-19713664.790222216,-8074820.721179344,-13119837.020331945,-2248684.2514676657,-362855.86785046436,57283200000.00001
2024-07-01 11:45:00,-19844147.66325608,-8075320.690643563,-13182935.709086588,-2248823.48347036,-362878.33483271726,57283200000.00001
2024-07-01 11:50:00,-19969850.112243854,-8074476.178722567,-13243083.831995428,-2248588.3029353986,-362840.38524639397,57283200000.00001
2024-07-01 11:55:00,-20091055.40934046,-8072366.85494683,-13300456.229854448,-2248000.8963143076,-362745.5991779906,57283200000.00001
2024-07-01 12:00:00,-20302354.723357886,-8078606.39790932,-13404720.605520096,-2249738.4905570257,-363025.9837035201,57283200000.00001
2024-07-01 12:05:00,-20505469.176379114,-8083248.254317944,-13504296.296015257,-2251031.159430313,-363234.5734535279,57283200000.00001
2024-07-01 12:10:00,-20719357.69702682,-8086680.236245683,-13608456.01642082,-2251986.901232975,-363388.7954262302,57283200000.00001
2024-07-01 12:15:00,-20924502.250414044,-8088544.466860233,-13707673.42484567,-2252506.0540623437,-363472.5678146056,57283200000.00001
2024-07-01 12:20:00,-21121226.639046114,-8088934.261865848,-13802148.442215666,-2252614.6045702365,-363490.0839192882,57283200000.00001
2024-07-01 12:25:00,-21309783.779317062,-8087940.7596191075,-13892045.970812032,-2252337.9330584863,-363445.439198074,57283200000.00001
2024-07-01 12:30:00,-21490684.992461205,-8085650.563248415,-13977652.590288797,-2251700.156853989,-363342.52531053004,57283200000.00001
2024-07-01 12:35:00,-21664570.443877663,-8082140.275011399,-14059311.840799052,-2250722.608231023,-363184.784510006,57283200000.00001
2024-07-01 12:40:00,-21831691.870635796,-8077486.406571223,-14137181.048944743,-2249426.594235025,-362975.6549788336,57283200000.00001
2024-07-01 12:45:00,-21992455.25218245,-8071757.596065944,-14211487.694574095,-2247831.2292841873,-362718.2210890394,57283200000.00001
2024-07-01 12:50:00,-22147236.831996337,-8065017.454232593,-14282442.595771866,-2245954.2277609752,-362415.34129779384,57283200000.00001
2024-07-01 12:55:00,-22296385.67793424,-8057324.997279821,-14350241.343481632,-2243812.0245589386,-362069.6675992833,57283200000.00001
2024-07-01 13:00:00,-22495394.50772661,-8042505.44093622,-14438843.33919839,-2239685.0595012265,-361403.7255104252,57283200000.00001
2024-07-01 13:05:00,-22685790.19667655,-8028327.277872218,-14523610.62331554,-2235736.7102935296,-360766.6055246378,57283200000.00001
2024-07-01 13:10:00,-22852293.450526293,-8015928.3086687215,-14597740.60337629,-2232283.8327938216,-360209.43665536674,57283200000.00001
2024-07-01 13:15:00,-23012416.091496892,-8004004.483468473,-14669029.829910785,-2228963.2738772966,-359673.6191938366,57283200000.00001
2024-07-01 13:20:00,-23166551.60551802,-7992526.500622337,-14737653.489309963,-2225766.873591031,-359157.836420371,57283200000.00001
2024-07-01 13:25:00,-23315090.20652004,-7981465.302136592,-14803785.311216984,-2222686.539835507,-358660.78256436606,57283200000.00001
2024-07-01 13:30:00,-23458290.39441761,-7970801.638342495,-14867540.38403449,-2219716.91194348,-358181.5926090616,57283200000.00001
2024-07-01 13:35:00,-23596329.103170715,-7960522.333529239,-14928997.481664026,-2216854.320729662,-357719.6744813774,57283200000.00001
2024-07-01 13:40:00,-23729509.731031332,-7950604.794591312,-14988291.68198455,-2214092.474443151,-357274.01292150875,57283200000.00001
2024-07-01 13:45:00,-23858049.78945389,-7941032.824140602,-15045519.824663794,-2211426.862418903,-356843.88007214136,57283200000.00001
2024-07-01 13:50:00,-23982155.00854264,-7931791.102108773,-15100773.504119128,-2208853.218308773,-356428.58749982493,57283200000.00001
2024-07-01 13:55:00,-24102020.083666075,-7922865.130149259,-15154139.401922535,-2206367.5045985295,-356027.4836965811,57283200000.00001
2024-07-01 14:00:00,-24251902.460028972,-7904255.7494999515,-15217687.98820766,-2201185.145430368,-355191.2393762642,57283200000.00001
2024-07-01 14:05:00,-24396761.8020072,-7886270.028290447,-15279106.859567307,-2196176.463574556,-354383.0202586219,57283200000.00001
2024-07-01 14:10:00,-24466614.12354322,-7915555.334523185,-15327098.878475077,-2204331.8653102554,-355699.0055387006,57283200000.00001
2024-07-01 14:15:00,-24534613.71591486,-7944063.891468967,-15373817.98030389,-2212270.9571179417,-356980.0862622136,57283200000.00001
2024-07-01 14:20:00,-24600898.759599317,-7971853.630739816,-15419359.101913802,-2220009.8718515965,-358228.86568514415,57283200000.00001
2024-07-01 14:25:00,-24665624.57677107,-7998989.670535738,-15463828.957363427,-2227566.743693499,-359448.2700050875,57283200000.00001
2024-07-01 14:30:00,-24728834.95357361,-8025490.368022145,-15507257.629910989,-2234946.684765663,-360639.1241326412,57283200000.00001
2024-07-01 14:35:00,-24790504.3132393,-8051345.000241565,-15549627.54704509,-2242146.708928032,-361800.94621338724,57283200000.00001
2024-07-01 14:40:00,-24850745.660417564,-8076600.943940994,-15591016.348580025,-2249180.0097050886,-362935.86520241224,57283200000.00001
2024-07-01 14:45:00,-24909598.456249285,-8101274.743045812,-15631451.146282129,-2256051.1942659225,-364044.6245292742,57283200000.00001
2024-07-01 14:50:00,-24967100.89634033,-8125382.410910902,-15670958.182432232,-2262764.7220258215,-365127.94378143956,57283200000.00001
2024-07-01 14:55:00,-25023289.956911705,-8148939.4496689355,-15709562.861533139,-2269324.9100343883,-366186.519573731,57283200000.00001
2024-07-01 15:00:00,-25082542.16113981,-8168663.589520939,-15748333.223528918,-2274817.7084741867,-367072.8575037894,57283200000.00001
2024-07-01 15:05:00,-25140453.204060808,-8187941.277573721,-15786226.026452444,-2280186.1785648344,-367939.1333593258,57283200000.00001
2024-07-01 15:10:00,-25190252.30861189,-8204518.627150264,-15818810.962922964,-2284802.6556621003,-368684.06489092996,57283200000.00001
2024-07-01 15:15:00,-25239015.25807158,-8220751.056766491,-15850717.914354777,-2289323.0790995304,-369413.4968546972,57283200000.00001
2024-07-01 15:20:00,-25286824.626143984,-8236666.053927876,-15882000.91101463,-2293755.103625486,-370128.6644486581,57283200000.00001
2024-07-01 15:25:00,-25333778.06162082,-8252296.124402754,-15912723.847217547,-2298107.7814792492,-370831.0283750608,57283200000.00001
2024-07-01 15:30:00,-25379892.730145313,-8267646.982367535,-15942897.95492039,-2302382.703950454,-371520.845410187,57283200000.00001
2024-07-01 15:35:00,-25425134.511689585,-8282707.269794106,-15972500.908441795,-2306576.7080439283,-372197.6051616341,57283200000.00001
2024-07-01 15:40:00,-25469573.21257153,-8297500.224123071,-16001578.383993294,-2310696.2649456663,-372862.3518435054,57283200000.00001
2024-07-01 15:45:00,-25513224.791339297,-8312031.157707609,-16030140.823695928,-2314742.8540451583,-373515.3241754688,57283200000.00001
2024-07-01 15:50:00,-25556104.855719082,-8326305.266117718,-16058198.440118205,-2318717.922209998,-374156.75562934077,57283200000.00001
2024-07-01 15:55:00,-25598228.671065018,-8340327.630953037,-16085761.221805079,-2322622.8845692,-374786.87455548486,57283200000.00001
2024-07-01 16:00:00,-25635663.108624104,-8354103.222582043,-16111466.85504251,-2326459.125276012,-375405.90430590214,57283200000.00001
2024-07-01 16:05:00,-25672440.164816696,-8367636.902809682,-16136721.074944891,-2330227.9982507983,-376014.0633541062,57283200000.00001
2024-07-01 16:10:00,-25706080.140133046,-8380016.160856138,-16159821.111274635,-2333675.386567532,-376570.34646885196,57283200000.00001
2024-07-01 16:15:00,-25739190.810082473,-8392200.638506327,-16182557.68202242,-2337068.532242269,-377117.876793639,57283200000.00001
2024-07-01 16:20:00,-25771786.46037443,-8404195.592793945,-16204940.596957851,-2340408.8992590737,-377656.8905622597,57283200000.00001
2024-07-01 16:25:00,-25803882.723155797,-8416006.776231537,-16226980.59042771,-2343698.089583466,-378187.6462736958,57283200000.00001
2024-07-01 16:30:00,-25835487.76441149,-8427637.193840165,-16248683.269884039,-2346936.940056755,-378710.2789637037,57283200000.00001
2024-07-01 16:35:00,-25866604.892137676,-8439088.062937556,-16270050.906875225,-2350125.7896788134,-379224.84333453595,57283200000.00001
2024-07-01 16:40:00,-25897246.913179096,-8450364.096346306,-16291092.295657981,-2353265.95088125,-379731.5511649293,57283200000.00001
2024-07-01 16:45:00,-25927421.569082897,-8461468.142897572,-16311812.752229678,-2356358.2170094512,-380230.5304719798,57283200000.00001
2024-07-01 16:50:00,-25957136.46732656,-8472403.00208588,-16332217.500524176,-2359403.367669486,-380721.9070557583,57283200000.00001
2024-07-01 16:55:00,-25986399.083776742,-8483171.424973963,-16352311.674100276,-2362402.1689800923,-381205.8045399697,57283200000.00001
2024-07-01 17:00:00,-25998305.368453197,-8493776.115080077,-16364634.634056821,-2365355.37381977,-381682.3444118268,57283200000.00001
2024-07-01 17:05:00,-26010030.80711212,-8504219.729248146,-16376770.419063915,-2368263.722069105,-382151.64606115146,57283200000.00001
2024-07-01 17:10:00,-26021578.331247214,-8514504.878501104,-16388722.063206563,-2371127.94084841,-382613.8268187212,57283200000.00001
2024-07-01 17:15:00,-26032976.113942597,-8524656.656042622,-16400518.72552107,-2373955.0181384534,-383070.01429052354,57283200000.00001
2024-07-01 17:20:00,-26044215.041101374,-8534666.944128519,-16412150.97295137,-2376742.6933016144,-383519.84369185177,57283200000.00001
2024-07-01 17:25:00,-26055282.85796273,-8544524.827687949,-16423606.12186601,-2379487.9266979108,-383962.82453534513,57283200000.00001
2024-07-01 17:30:00,-26066182.35200292,-8554232.789470363,-16434887.05729244,-2382191.409725925,-384399.0683875929,57283200000.00001
2024-07-01 17:35:00,-26076925.989699963,-8563801.933118915,-16446006.681988642,-2384856.2345394455,-384829.0742097746,57283200000.00001
2024-07-01 17:40:00,-26087506.313505653,-8573225.616344256,-16456957.277420195,-2387480.5513870083,-385252.54351926775,57283200000.00001
2024-07-01 17:45:00,-26097925.981517114,-8582506.20666045,-16467741.594707651,-2390065.0195763274,-385669.58270436246,57283200000.00001
2024-07-01 17:50:00,-26108187.60571704,-8591646.030508334,-16478362.337243294,-2392610.2869770043,-386080.2963076535,57283200000.00001
2024-07-01 17:55:00,-26118293.752823032,-8600647.374012053,-16488822.161570217,-2395116.990231205,-386484.78706003574,57283200000.00001
2024-07-01 18:00:00,-26106392.794599902,-8614597.838333866,-16491720.946845591,-2399001.929662596,-387111.6750137376,57283200000.00001
2024-07-01 18:05:00,-26094671.759580117,-8628337.39424126,-16494575.90718496,-2402828.1351051605,-387729.0854374242,57283200000.00001
2024-07-01 18:10:00,-26083127.735230085,-8641869.455845531,-16497387.752010984,-2406596.557324072,-388337.1717500211,57283200000.00001
2024-07-01 18:15:00,-26071736.878793407,-8655221.971948477,-16500162.28884184,-2410314.979529955,-388937.18987869774,57283200000.00001
2024-07-01 18:20:00,-26060506.278421674,-8668386.633722844,-16502897.791175416,-2413981.087872184,-389528.7664521027,57283200000.00001
2024-07-01 18:25:00,-26049445.64095581,-8681352.062678318,-16505591.894660294,-2417591.7136572544,-390111.3901583299,57283200000.00001
2024-07-01 18:30:00,-26038552.206365686,-8694121.494159566,-16508245.271572981,-2421147.7578672217,-390685.20638312004,57283200000.00001
2024-07-01 18:35:00,-26027815.190298527,-8706707.569730904,-16510860.548720704,-2424652.740937721,-391250.7831967688,57283200000.00001
2024-07-01 18:40:00,-26017240.3468547,-8719103.544357993,-16513436.324543932,-2428104.784504758,-391807.8174996315,57283200000.00001
2024-07-01 18:45:00,-26006825.04625196,-8731312.500707164,-16515973.239593944,-2431504.7470323765,-392356.447816588,57283200000.00001
2024-07-01 18:50:00,-25996566.70426987,-8743337.468036603,-16518471.923324274,-2434853.4721114603,-392896.810272531,57283200000.00001
2024-07-01 18:55:00,-25986462.78140999,-8755181.423180755,-16520932.99429525,-2438151.7887338824,-393429.03863660357,57283200000.00001
2024-07-01 19:00:00,-25967346.832135905,-8768106.338550296,-16520089.913005885,-2441751.132254514,-394009.84179561463,57283200000.00001
2024-07-01 19:05:00,-25948517.989022177,-8780837.132101897,-16519259.494118389,-2445296.416534707,-394581.92175900936,57283200000.00001
2024-07-01 19:10:00,-25928606.90998782,-8794299.660577228,-16518381.344781188,-2449045.4750974574,-395186.8834816351,57283200000.00001
2024-07-01 19:15:00,-25909054.818730842,-8807519.465734197,-16517519.028080596,-2452726.9398247143,-395780.93801716965,57283200000.00001
2024-07-01 19:20:00,-25889845.667850677,-8820507.397742545,-16516671.836269218,-2456343.832282736,-396364.5729365322,57283200000.00001
