,COD,CODs,TSS,NH4,PO4,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,H2O_sew
2024-07-01 02:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:15:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:20:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:25:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:30:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:35:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:40:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:45:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:50:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 02:55:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:00:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:15:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:20:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:25:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:30:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:35:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:40:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:45:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:50:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 03:55:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:00:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:15:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:20:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:25:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:30:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:35:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:40:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:45:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:50:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 04:55:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:00:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:15:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:20:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:25:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:30:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:35:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:40:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:45:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:50:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 05:55:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:00:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:15:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:20:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:25:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:30:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:35:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:40:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:45:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:50:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 06:55:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:00:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:15:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:20:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:25:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:30:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:35:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:40:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:45:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:50:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 07:55:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 08:00:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 08:05:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 08:10:00,,,,,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-07-01 08:15:00,,,,,,-20898014.09468529,-9649488.136410562,-14307317.339428315,-2687199.2278611683,-433616.2390412342,65502.71586503119
2024-07-01 08:20:00,,,,,,-20889338.670314804,-9650921.996160805,-14305509.354661234,-2687598.530576426,-433680.67197937804,65611.45387940534
2024-07-01 08:25:00,,,,,,-20881403.743725907,-9651634.45297895,-14303683.912256557,-2687796.9362726174,-433712.68744399084,65718.16126494779
2024-07-01 08:30:00,,,,,,-20874199.39592888,-9651638.456234863,-14301842.852770781,-2687798.0511033786,-433712.86733713635,65822.87757253801
2024-07-01 08:35:00,,,,,,-20867613.597339418,-9650898.861107694,-14299917.235396149,-2687592.087903407,-433679.6323662319,65925.2864506152
2024-07-01 08:40:00,,,,,,-20861739.178693093,-9649476.481092475,-14297979.861623712,-2687195.982076384,-433615.7152895987,66025.78328644202
2024-07-01 08:45:00,,,,,,-20856566.338705327,-9647383.528471835,-14296032.264399067,-2686613.1345111425,-433521.66488702554,66124.40492840963
2024-07-01 08:50:00,,,,,,-20852085.00580906,-9644631.833430588,-14294075.66525695,-2685846.8396895295,-433398.0127680835,66221.18636619719
2024-07-01 08:55:00,,,,,,-20848285.21728474,-9641233.022344379,-14292111.235530086,-2684900.3353364086,-433245.28138382983,66316.16193660273
2024-07-01 09:00:00,,,,,,-20865530.00502924,-9644484.599214563,-14303703.16254627,-2685805.8377559544,-433391.3965469836,66409.36533572634
2024-07-01 09:05:00,,,,,,-20883126.38693029,-9646959.153295735,-14315062.45996928,-2686494.9540823563,-433502.5948632895,66500.82963092458
2024-07-01 09:10:00,,,,,,-20927588.176353585,-9660490.181292616,-14344295.390370129,-2690263.0884612342,-434110.63472897216,66677.16671877402
2024-07-01 09:15:00,,,,,,-20971631.6850656,-9672865.958237786,-14372754.904182822,-2693709.5073573575,-434666.76141448296,66849.20361243618
2024-07-01 09:20:00,,,,,,-21015341.74067855,-9684139.962034447,-14400507.179518258,-2696849.103351365,-435173.3780407886,67017.27413519606
2024-07-01 09:25:00,,,,,,-21058958.122538224,-9694434.255099991,-14427723.49597307,-2699715.8685088586,-435635.96969120234,67182.20609958385
2024-07-01 09:30:00,,,,,,-21102485.546144772,-9703766.471580407,-14454414.83781177,-2702314.7136046714,-436055.3287862084,67344.06056004584
2024-07-01 09:35:00,,,,,,-21145764.015599225,-9712082.64029758,-14480480.60319754,-2704630.6086904663,-436429.0300386889,67502.3646851226
2024-07-01 09:40:00,,,,,,-21188963.186598565,-9719471.77565238,-14506043.355946695,-2706688.3425867404,-436761.0734628605,67657.71321994583
2024-07-01 09:45:00,,,,,,-21232087.07736818,-9725950.509282673,-14531113.265115121,-2708492.5468888464,-437052.2064297913,67810.16307028703
2024-07-01 09:50:00,,,,,,-21275139.020786587,-9731534.936152924,-14555699.920377478,-2710047.70373879,-437303.1521942139,67959.76832337482
2024-07-01 09:55:00,,,,,,-21318122.22995089,-9736240.876673507,-14579812.720378337,-2711358.2188204713,-437514.6216733034,68106.5820572116
2024-07-01 10:00:00,,,,,,-21405480.628983192,-9760364.559297217,-14634375.915463274,-2718076.2063865676,-438598.6605760144,68250.6563594052
2024-07-01 10:05:00,,,,,,-21492125.596138433,-9783212.890195647,-14687968.345474284,-2724439.0327127133,-439625.38936955156,68392.0423456484
2024-07-01 10:10:00,,,,,,-21637694.573480755,-9829792.38290633,-14780604.880528936,-2737410.53701189,-441718.5184723733,68703.9490703174
2024-07-01 10:15:00,,,,,,-21782074.933293276,-9874778.542578775,-14871897.244534058,-2749938.3283130783,-443740.04843233764,69011.4740034058
2024-07-01 10:20:00,,,,,,-21924984.135465458,-9918063.742179476,-14961662.179182852,-2761992.4345309953,-445685.14284477424,69313.76495346261
2024-07-01 10:25:00,,,,,,-22066275.330185927,-9959604.894117922,-15049810.251448872,-2773560.856589803,-447551.8654951729,69610.41704720123
2024-07-01 10:30:00,,,,,,-22205977.203114998,-9999431.792981416,-15136369.464206077,-2784651.891716346,-449341.55525422865,69901.5338404514
2024-07-01 10:35:00,,,,,,-22344241.36038819,-10037623.973643892,-15221449.44650693,-2795287.6888628574,-451057.78615741583,70187.57212122153
2024-07-01 10:40:00,,,,,,-22480971.485778954,-10074159.615170375,-15304994.700103186,-2805462.1713132714,-452699.5776437325,70468.2743182605
2024-07-01 10:45:00,,,,,,-22616194.968705747,-10109067.229738815,-15387032.006238196,-2815183.2791677727,-454268.21095661813,70743.73882764725
2024-07-01 10:50:00,,,,,,-22749939.095878124,-10142375.049881527,-15467587.962796854,-2824458.8746505547,-455764.95477315784,71014.0633806151
2024-07-01 10:55:00,,,,,,-22882230.67939211,-10174110.86201925,-15546688.731057724,-2833296.695752199,-457191.05772365036,71279.34388480775
2024-07-01 11:00:00,,,,,,-23088253.612206742,-10218093.582048016,-15666678.611542137,-2845545.0481652725,-459167.4964084873,71539.67445830569
2024-07-01 11:05:00,,,,,,-23291700.684928685,-10260266.5357867,-15784566.130808882,-2857289.41502921,-461062.61015244084,71795.14746301828
2024-07-01 11:10:00,,,,,,-23561879.438989203,-10325906.542761892,-15945100.590092134,-2875568.9106425545,-464012.2560355032,72219.01242991538
2024-07-01 11:15:00,,,,,,-23830208.723178342,-10389866.58228085,-16103939.111951297,-2893380.567217454,-466886.40971008927,72639.43221932577
2024-07-01 11:20:00,,,,,,-24095883.56427309,-10451853.066911662,-16260562.974461308,-2910642.6262285654,-469671.87832324597,73054.2761813374
2024-07-01 11:25:00,,,,,,-24358039.73937678,-10511570.980887381,-16414424.01810326,-2927272.9313863595,-472355.4048373447,73461.386947336
2024-07-01 11:30:00,,,,,,-24616732.43039645,-10569058.161091384,-16565566.541633768,-2943282.0195444375,-474938.6895173981,73860.90133876176
2024-07-01 11:35:00,,,,,,-24872661.356416047,-10624579.86275216,-16714447.391933942,-2958743.7592474385,-477433.65206038236,74254.55186410208
2024-07-01 11:40:00,,,,,,-25125231.4943482,-10677942.471621914,-16860693.725346513,-2973604.232603573,-479831.5920792132,74640.86244280782
2024-07-01 11:45:00,,,,,,-25374496.760376777,-10729182.526953286,-17004348.63165797,-2987873.615100916,-482134.15152764815,75019.96476247841
2024-07-01 11:50:00,,,,,,-25620512.13618562,-10778336.77075785,-17145455.7964517,-3001562.1386920605,-484342.9814707646,75391.9933236973
2024-07-01 11:55:00,,,,,,-25863331.875112567,-10825441.382638305,-17284058.295892473,-3014679.8787094024,-486459.7077008357,75757.08011737072
2024-07-01 12:00:00,,,,,,-26185375.600067712,-10878861.925676849,-17463426.027284622,-3029556.485631529,-488860.2510905425,76115.35467155527
2024-07-01 12:05:00,,,,,,-26503015.95442602,-10930125.206113802,-17639662.130110547,-3043832.335879794,-491163.85419878527,76466.94409741394
2024-07-01 12:10:00,,,,,,-26895370.66570685,-11004002.36676317,-17861954.4676307,-3064405.7223897455,-494483.6506583456,76985.13202677567
2024-07-01 12:15:00,,,,,,-27284588.67562707,-11075977.579041926,-18081836.942261107,-3084449.4523914247,-497717.97981770744,77498.97926139036
2024-07-01 12:20:00,,,,,,-27669613.669162996,-11145713.845924618,-18298650.76370619,-3103869.678611921,-500851.69813965115,78006.0115804508
2024-07-01 12:25:00,,,,,,-28049245.34654922,-11212856.34759688,-18511659.891251147,-3122567.5904700193,-503868.86118948064,78503.59220038277
2024-07-01 12:30:00,,,,,,-28423565.78693339,-11277448.742798837,-18720924.110975545,-3140555.346095881,-506771.4308472901,78991.88834767253
2024-07-01 12:35:00,,,,,,-28793555.902670346,-11339806.59715081,-18927057.52952639,-3157920.824523012,-509573.5875934864,79473.01753297054
2024-07-01 12:40:00,,,,,,-29158391.012028426,-11399696.83716057,-19129559.57291192,-3174599.119209274,-512264.85787240596,79945.17565809962
2024-07-01 12:45:00,,,,,,-29518151.735896822,-11457161.616611471,-19328488.632173676,-3190601.9691829425,-514847.13593633875,80408.5236748361
2024-07-01 12:50:00,,,,,,-29872920.146110386,-11512243.361199724,-19523903.910702635,-3205941.189194861,-517322.3282564438,80863.22597304409
2024-07-01 12:55:00,,,,,,-30222777.38265357,-11564983.835568246,-19715863.86015155,-3220628.409905082,-519692.3115983203,81309.44387519846
2024-07-01 13:00:00,,,,,,-30625540.153755903,-11608904.574738596,-19929310.731663313,-3232859.50182594,-521665.96506736794,81747.33569362067
2024-07-01 13:05:00,,,,,,-31021305.422051236,-11651966.173772624,-20139006.25285858,-3244851.339531619,-523601.01160623884,82177.05678664568
2024-07-01 13:10:00,,,,,,-31324377.47493505,-11671197.698776685,-20293440.072776135,-3250206.954089712,-524465.2130462946,82425.60072127823
2024-07-01 13:15:00,,,,,,-31620884.473171387,-11689673.231942061,-20444376.76756265,-3255352.039275006,-525295.4427011944,82666.77215285895
2024-07-01 13:20:00,,,,,,-31911600.97242995,-11707608.626267899,-20592285.592749156,-3260346.7060492896,-526101.4002943175,82902.18301979941
2024-07-01 13:25:00,,,,,,-32197247.063842107,-11725181.555743013,-20737592.51813015,-3265240.433244892,-526891.0699099713,83133.19714830288
2024-07-01 13:30:00,,,,,,-32477909.357225582,-11742400.104457827,-20880342.834529817,-3270035.472127499,-527664.8148205738,83359.90073039406
2024-07-01 13:35:00,,,,,,-32753232.820058405,-11759154.329685943,-21020316.527921822,-3274701.2057353277,-528417.694561837,83581.4904386923
2024-07-01 13:40:00,,,,,,-33023745.296526156,-11775570.465802427,-21157824.0529059,-3279272.7879449814,-529155.3816911222,83798.94252515468
2024-07-01 13:45:00,,,,,,-33289529.06394331,-11791655.894220077,-21292908.301279925,-3283752.274339769,-529878.2079048266,84012.33712250498
2024-07-01 13:50:00,,,,,,-33550664.00784438,-11807417.424445294,-21425610.75814278,-3288141.561237931,-530586.4791997573,84221.74994037722
2024-07-01 13:55:00,,,,,,-33807228.795702174,-11822861.718072012,-21555972.256325472,-3292442.503766889,-531280.4949260212,84427.25527572191
2024-07-01 14:00:00,,,,,,-34099845.02096744,-11826113.464390071,-21698298.16962763,-3293348.053374451,-531426.617703605,84628.92603916519
2024-07-01 14:05:00,,,,,,-34387356.22764643,-11829262.665539453,-21838120.586159065,-3294225.0460995957,-531568.1324387989,84826.83378087706
2024-07-01 14:10:00,,,,,,-34437246.258648604,-11841045.624387039,-21869223.16005762,-3297506.3764115823,-532097.6198300513,84674.73093103021
2024-07-01 14:15:00,,,,,,-34483979.41874252,-11851851.856485335,-21898332.716381673,-3300515.706869336,-532583.2163357341,84520.428714292
2024-07-01 14:20:00,,,,,,-34528862.69798705,-11862122.865094239,-21926278.40088507,-3303375.987747764,-533044.7616592988,84366.73677520217
2024-07-01 14:25:00,,,,,,-34573022.72180329,-11872235.865775613,-21953774.574446585,-3306192.266418527,-533499.2066266263,84215.9051357238
2024-07-01 14:30:00,,,,,,-34616474.83587465,-11882194.500219058,-21980830.805787276,-3308965.5570230302,-533946.714883262,84067.88789892547
2024-07-01 14:35:00,,,,,,-34658460.87748083,-11891742.396889305,-22006966.093155134,-3311624.464956517,-534375.7659361655,83921.0417842466
2024-07-01 14:40:00,,,,,,-34699774.59703191,-11901144.89657396,-22032683.685381252,-3314242.8825902184,-534798.2833270581,83776.93043523848
2024-07-01 14:45:00,,,,,,-34740429.51802296,-11910405.104706883,-22057992.00376148,-3316821.6747285007,-535214.4066039172,83635.50809344604
2024-07-01 14:50:00,,,,,,-34780436.74040515,-11919525.32355789,-22082897.933786336,-3319361.4825097923,-535624.2392231714,83496.72458405718
2024-07-01 14:55:00,,,,,,-34819807.15644566,-11928507.81227039,-22107408.232110962,-3321862.9350626403,-536027.88270329,83360.53066848415
2024-07-01 15:00:00,,,,,,-34864033.94692338,-11933190.202712333,-22132847.435973175,-3323166.891894575,-536238.293919352,83226.87802689263
2024-07-01 15:05:00,,,,,,-34907549.03204882,-11937812.238082852,-22157881.0501516,-3324454.0409850986,-536445.9929771412,83095.71924105966
2024-07-01 15:10:00,,,,,,-34865771.18121448,-11914678.1940723,-22129130.56776779,-3318011.64898216,-535406.4251766668,82793.84888508725
2024-07-01 15:15:00,,,,,,-34822914.40200284,-11891357.397399902,-22099741.192418657,-3311517.249908834,-534358.4653261984,82493.57961918059
2024-07-01 15:20:00,,,,,,-34779943.75403562,-11868166.231198056,-22070322.060739934,-3305058.950460218,-533316.3306424444,82196.89636222822
2024-07-01 15:25:00,,,,,,-34737842.710563794,-11845423.638042392,-22041493.054730218,-3298725.5700877546,-532294.3533550698,81905.74234363252
2024-07-01 15:30:00,,,,,,-34696597.716980666,-11823122.173946895,-22013244.86201758,-3292515.03578268,-531292.1989558417,81620.02103566122
2024-07-01 15:35:00,,,,,,-34655501.49739331,-11801027.31546032,-21985130.387776252,-3286362.037216798,-530299.3287327107,81338.21705390977
2024-07-01 15:40:00,,,,,,-34615239.98192539,-11779360.677227704,-21957581.762545098,-3280328.2898608786,-529325.70131846,81061.66663366908
2024-07-01 15:45:00,,,,,,-34575799.40336525,-11758114.903869357,-21930589.579691328,-3274411.7453813395,-528370.9861865344,80790.27643211052
2024-07-01 15:50:00,,,,,,-34537164.24169424,-11737282.094312483,-21904143.333527803,-3268610.2034794246,-527434.8282887255,80523.95016351243
2024-07-01 15:55:00,,,,,,-34499319.24875109,-11716854.490692401,-21878232.70360389,-3262921.5037371237,-526516.8790121268,80262.5933387706
2024-07-01 16:00:00,,,,,,-34457133.35092869,-11696824.475808661,-21851069.5372737,-3257343.5249087405,-525616.7960648196,80006.1132318751
2024-07-01 16:05:00,,,,,,-34415798.57676003,-11677184.570628133,-21824453.394754373,-3251874.1842255555,-524734.2433636691,79754.41884701194
2024-07-01 16:10:00,,,,,,-34333307.760290965,-11644066.431617687,-21771773.50395209,-3242651.4113365705,-523246.0231929465,79420.84144004836
2024-07-01 16:15:00,,,,,,-34252071.71862732,-11611467.58377545,-21719896.048915323,-3233573.2511779726,-521781.13825826364,79092.76925728106
2024-07-01 16:20:00,,,,,,-34172278.256528996,-11579449.192966912,-21668939.94033497,-3224656.7372819246,-520342.3371523104,78770.5665516102
2024-07-01 16:25:00,,,,,,-34094022.3227789,-11548040.655546896,-21618965.186182193,-3215910.055975084,-518930.9408505249,78454.37507079341
2024-07-01 16:30:00,,,,,,-34017275.62605637,-11517230.723794103,-21569953.727147125,-3207330.074980635,-517546.44391732966,78144.08348043798
2024-07-01 16:35:00,,,,,,-33941924.26760554,-11486979.92767122,-21521833.276075587,-3198905.8026426183,-516187.07269914966,77839.40494134021
2024-07-01 16:40:00,,,,,,-33868027.693305746,-11457306.048136584,-21474641.358098492,-3190642.1906203143,-514853.6262137326,77540.41088446892
2024-07-01 16:45:00,,,,,,-33795559.00268575,-11428198.40405817,-21428360.802713368,-3182536.2644212623,-513545.62448615837,77246.9958273215
2024-07-01 16:50:00,,,,,,-33724491.5266819,-11399646.423303546,-21382974.588356376,-3174585.0799073167,-512262.59243958996,76959.05567004322
2024-07-01 16:55:00,,,,,,-33654799.07859118,-11371639.727103204,-21338466.00148542,-3166785.7467882335,-511004.0636862835,76676.4882552026
2024-07-01 17:00:00,,,,,,-33564319.10092529,-11344168.126535904,-21285046.12772715,-3159135.42764291,-509769.5803696517,76399.19333154749
2024-07-01 17:05:00,,,,,,-33475555.989312924,-11317221.619080232,-21232644.760947112,-3151631.336959052,-508558.6930093021,76127.07251843726
2024-07-01 17:10:00,,,,,,-33388477.658781376,-11290790.38523101,-21181242.858891238,-3144270.740190914,-507370.960348989,75860.02927093848
2024-07-01 17:15:00,,,,,,-33304261.6357252,-11265280.322828555,-21131597.23453038,-3137166.6721801036,-506224.6221017901,75600.56227614674
2024-07-01 17:20:00,,,,,,-33222350.609577946,-11240501.05082069,-21083351.89408588,-3130266.1154184197,-505111.123169791,75347.4493253182
2024-07-01 17:25:00,,,,,,-33141998.858223822,-11216197.422981787,-21036029.979460426,-3123498.016526573,-504018.998121334,75099.06425068324
2024-07-01 17:30:00,,,,,,-33063175.002359927,-11192359.782595845,-20989612.799501408,-3116859.6862925123,-502947.8130153834,74855.31385098897
2024-07-01 17:35:00,,,,,,-32986344.930113774,-11169149.358193878,-20944400.59579648,-3110396.023800825,-501904.81293149746,74617.17215740049
2024-07-01 17:40:00,,,,,,-32910978.48349973,-11146385.000192849,-20900054.662777446,-3104056.582332183,-500881.85760360304,74383.4775185701
2024-07-01 17:45:00,,,,,,-32837046.68817987,-11124057.810894804,-20856557.765892006,-3097838.884046652,-499878.54719843774,74154.14344241824
2024-07-01 17:50:00,,,,,,-32764522.65593814,-11102159.581163924,-20813893.972493324,-3091740.642855773,-498894.5128244551,73929.08856419078
2024-07-01 17:55:00,,,,,,-32693379.994101297,-11080682.252342893,-20772047.642533015,-3085759.6145764994,-497929.39235211763,73708.233037337
2024-07-01 18:00:00,,,,,,-32594703.609473538,-11066340.286958877,-20721217.689807877,-3081765.6495328494,-497284.911629165,73491.49850518222
2024-07-01 18:05:00,,,,,,-32497865.7607592,-11052285.220281791,-20671347.023147497,-3077851.5803316366,-496653.3231898783,73278.80807312655
2024-07-01 18:10:00,,,,,,-32402832.15600903,-11038511.600609599,-20622417.687723953,-3074015.8887773543,-496034.3820527102,73070.08628136473
2024-07-01 18:15:00,,,,,,-32310522.962890375,-11025373.25034922,-20575040.37883163,-3070357.1076921863,-495443.98783214885,72867.42027025895
2024-07-01 18:20:00,,,,,,-32220489.841424353,-11012708.55009307,-20528924.23634753,-3066830.229139842,-494874.8778839296,72669.79634218737
2024-07-01 18:25:00,,,,,,-32132135.85250981,-11000299.849966297,-20483680.466848306,-3063374.6417627665,-494317.2717389923,72475.86407726201
2024-07-01 18:30:00,,,,,,-32045427.840027697,-10988141.62746599,-20439291.554075066,-3059988.807648757,-493770.9212342317,72285.55043962237
2024-07-01 18:35:00,,,,,,-31960725.138114307,-10976376.01797107,-20395998.442714963,-3056712.308802071,-493242.2134657892,72099.67166732938
2024-07-01 18:40:00,,,,,,-31877601.607814908,-10964849.134965722,-20353524.50769272,-3053502.29074995,-492724.2332801058,71917.26417820259
2024-07-01 18:45:00,,,,,,-31796026.502797704,-10953555.951452157,-20311853.564298544,-3050357.3535689563,-492216.7547804455,71738.26027288639
2024-07-01 18:50:00,,,,,,-31715970.948771838,-10942491.976713298,-20270970.556242812,-3047276.2466796534,-491719.57616876264,71562.59644311825
2024-07-01 18:55:00,,,,,,-31637406.61056073,-10931652.801369876,-20230860.70679489,-3044257.7421536366,-491232.4993020644,71390.21036565062
