,COD,CODs,TSS,NH4,PO4,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,H2O_sew
2024-07-01 01:15:00,,,,,,-14625933.027111618,-8195322.130301876,-8085017.097652599,-1750457.1540450603,-282460.1316754529,40124.871773206556
2024-07-01 01:20:00,,,,,,-17424416.88271349,-9736661.857643122,-9622511.316391611,-2079675.348234453,-335583.97664692305,47811.06384040214
2024-07-01 01:25:00,,,,,,-21407332.975582223,-11935058.171410061,-11812400.353995522,-2549235.725932246,-411353.9466845215,58748.81555310229
2024-07-01 01:30:00,,,,,,-26081084.682050806,-14511144.64707985,-14380842.153252222,-3099467.7886966662,-500141.393176053,71584.91118219997
2024-07-01 01:35:00,,,,,,-26957652.120083854,-14971026.120160231,-14854313.582494851,-3197694.8994517005,-515991.676956979,74000.00822664144
2024-07-01 01:40:00,,,,,,-38017365.43827065,-21077402.058023926,-20935842.585947294,-4501969.37161676,-726454.1486017955,104371.2
2024-07-01 01:45:00,,,,,,-38013374.074507825,-21041961.500474714,-20921872.81277741,-4494399.543790715,-725232.6536571382,104371.2
2024-07-01 01:50:00,,,,,,-38009672.18053061,-21009091.234987278,-20908916.18385712,-4487378.710385631,-724099.7464485905,104371.2
2024-07-01 01:55:00,,,,,,-38006256.26280501,-20978760.241389293,-20896960.471817527,-4480900.245733634,-723054.3578342912,104371.2
2024-07-01 02:00:00,,,,,,-37939935.553453036,-20915397.268891897,-20851016.689242624,-4467366.406947784,-720870.4883938471,104371.2
2024-07-01 02:05:00,,,,,,-37879006.46495232,-20857185.464514583,-20808807.961050235,-4454932.817663308,-718864.1592138521,104371.2
2024-07-01 02:10:00,,,,,,-37823061.5595293,-20803735.561183855,-20770052.034039743,-4443516.333456745,-717021.9538077931,104371.2
2024-07-01 02:15:00,,,,,,-37771732.99842111,-20754696.124820646,-20734494.087291587,-4433041.89073839,-715331.7596418767,104371.2
2024-07-01 02:20:00,,,,,,-37724735.45303157,-20709794.551766623,-20701936.458942477,-4423451.263484133,-713784.1811531216,104371.2
2024-07-01 02:25:00,,,,,,-37681733.32401772,-20668710.209565558,-20672146.661985006,-4414675.967091673,-712368.1674170654,104371.2
2024-07-01 02:30:00,,,,,,-37642388.474281065,-20631120.041183203,-20644890.451377403,-4406646.9990876755,-711072.5839436931,104371.2
2024-07-01 02:35:00,,,,,,-37606409.30935287,-20596745.45653083,-20619965.824562646,-4399304.8547929935,-709887.8288415967,104371.2
2024-07-01 02:40:00,,,,,,-37573544.40781952,-20565346.24695761,-20597198.60893501,-4392598.227505511,-708805.6230747527,104371.2
2024-07-01 02:45:00,,,,,,-37543621.96972345,-20536758.274352048,-20576469.789785918,-4386492.058599467,-707820.3094558232,104371.2
2024-07-01 02:50:00,,,,,,-37516468.31607897,-20510815.605374433,-20557659.050706882,-4380950.906002307,-706926.1689230995,104371.2
2024-07-01 02:55:00,,,,,,-37491855.307393,-20487300.274979368,-20540608.347681668,-4375928.214073263,-706115.6890890948,104371.2
2024-07-01 03:00:00,,,,,,-37298285.390364,-20499092.50147973,-20476208.921543248,-4378446.942063631,-706522.1201966314,104371.2
2024-07-01 03:05:00,,,,,,-37122844.93665159,-20509780.28602423,-20417841.047475036,-4380729.769830417,-706890.485586272,104371.2
2024-07-01 03:10:00,,,,,,-36964671.59659689,-20519416.16271867,-20365217.827471312,-4382787.918250588,-707222.5958995268,104371.2
2024-07-01 03:15:00,,,,,,-36822412.653069,-20528082.538721357,-20317889.221524335,-4384638.9888531035,-707521.2913831148,104371.2
2024-07-01 03:20:00,,,,,,-36694317.75420943,-20535886.04498967,-20275272.899192713,-4386305.757182258,-707790.2471816827,104371.2
2024-07-01 03:25:00,,,,,,-36578616.635618694,-20542934.525547538,-20236779.905264832,-4387811.257883938,-708033.1802494539,104371.2
2024-07-01 03:30:00,,,,,,-36473606.75586128,-20549331.698754415,-20201843.815509584,-4389177.644394145,-708253.665345419,104371.2
2024-07-01 03:35:00,,,,,,-36377995.83389513,-20555156.29001858,-20170034.696604695,-4390421.731848627,-708454.4158210286,104371.2
2024-07-01 03:40:00,,,,,,-36290647.343884476,-20560477.536183685,-20140974.43395086,-4391558.308699426,-708637.8179946801,104371.2
2024-07-01 03:45:00,,,,,,-36210451.83070004,-20565363.02495332,-20114293.91919308,-4392601.811155075,-708806.2013454782,104371.2
2024-07-01 03:50:00,,,,,,-36136477.39762376,-20569869.52722113,-20089683.11648083,-4393564.36503752,-708961.5225401454,104371.2
2024-07-01 03:55:00,,,,,,-36067887.314831704,-20574048.016339567,-20066863.651357368,-4394456.857858934,-709105.5384272372,104371.2
2024-07-01 04:00:00,,,,,,-35949659.90113127,-20603193.69109684,-20039261.110868547,-4395289.561589338,-709239.9065291887,104371.2
2024-07-01 04:05:00,,,,,,-35838706.37079257,-20630546.192578573,-20013356.803079903,-4396071.033633111,-709366.0076998883,104371.2
2024-07-01 04:10:00,,,,,,-35734032.92421745,-20656350.514386132,-19988918.70571515,-4396808.273556654,-709484.9714148239,104371.2
2024-07-01 04:15:00,,,,,,-35634749.26513509,-20680826.13425936,-19965738.961407766,-4397507.551927876,-709597.8095156343,104371.2
2024-07-01 04:20:00,,,,,,-35540094.967503875,-20704160.514051575,-19943640.033578508,-4398174.224607834,-709705.3862435367,104371.2
2024-07-01 04:25:00,,,,,,-35449446.1443438,-20726507.45571476,-19922476.26340689,-4398812.68578058,-709808.4106600482,104371.2
2024-07-01 04:30:00,,,,,,-35362215.05384639,-20748011.85061594,-19902110.430881456,-4399427.075051147,-709907.5507468893,104371.2
2024-07-01 04:35:00,,,,,,-30622370.980891053,-18028033.063058943,-17258610.410950813,-3819368.0138288927,-616307.1113223894,90597.74859780946
2024-07-01 04:40:00,,,,,,-24954514.57193085,-14738900.96608944,-14083070.736760264,-3119963.85974776,-503448.7137320249,73997.921667446
2024-07-01 04:45:00,,,,,,-24897827.349605173,-14750124.813218394,-14068748.736784298,-3119929.1536777415,-503443.11343436275,73988.17792117273
2024-07-01 04:50:00,,,,,,-24376572.146628596,-14482632.3725372,-13790537.278019914,-3061128.54029545,-493954.8326385837,72585.51406472563
2024-07-01 04:55:00,,,,,,-23578980.557969447,-14046548.00852658,-13354249.393956888,-2966930.0652463776,-478754.6241647562,70344.37277694237
2024-07-01 05:00:00,,,,,,-22722990.184832778,-13613657.809727758,-12901146.452615906,-2871697.210241067,-463387.50437980826,67983.77973659003
2024-07-01 05:05:00,,,,,,-21892545.880772706,-13186504.467886006,-12458610.86123469,-2778143.4175802604,-448291.324200451,65675.63193412003
2024-07-01 05:10:00,,,,,,-21099432.042640492,-12772896.960916506,-12033641.370170124,-2687879.235176826,-433725.9674944422,63457.063514999165
2024-07-01 05:15:00,,,,,,-20345169.13531769,-12374637.606714845,-11627467.977550674,-2601241.163132371,-419745.7331418142,61334.85794809535
2024-07-01 05:20:00,,,,,,-19627202.0259565,-11991489.768085906,-11239172.451208705,-2518115.8594906563,-406332.3318723558,59304.61481592107
2024-07-01 05:25:00,,,,,,-18944669.020559993,-11623385.961566297,-10868450.195049707,-2438467.095822399,-393479.9177349779,57364.88100328845
2024-07-01 05:30:00,,,,,,-18294719.77347742,-11269562.55739403,-10514071.315175101,-2362087.524126557,-381155.03230223974,55509.49518728803
2024-07-01 05:35:00,,,,,,-17675057.536360994,-10929457.689314902,-10175066.78016966,-2288818.7232297254,-369332.1121575237,53733.626689996665
2024-07-01 05:40:00,,,,,,-17084238.398037516,-10602495.423591381,-9850735.756844236,-2218525.034441801,-357989.2669212904,52033.68032542676
2024-07-01 05:45:00,,,,,,-16520890.901747433,-10288162.185193487,-9540426.345245112,-2151083.024450606,-347106.5789454386,50406.32518355455
2024-07-01 05:50:00,,,,,,-15983331.106229872,-9985939.747181917,-9243384.341417579,-2086359.3316583787,-336662.5285176019,48847.75308112459
2024-07-01 05:55:00,,,,,,-15237761.452944193,-9549596.148449058,-8824334.78688848,-1993809.3593739665,-321728.32844443544,46643.03378624304
2024-07-01 06:00:00,,,,,,-14842798.011942122,-9274549.975506257,-8589888.120607164,-1948831.3371151888,-314470.51121631457,45434.27288760259
2024-07-01 06:05:00,,,,,,-14469499.221290957,-9016137.237910606,-8368622.804983716,-1905943.8602910384,-307550.03200150846,44291.802451135656
2024-07-01 06:10:00,,,,,,-13856474.288761199,-8611564.855035942,-8009377.329304208,-1830695.936069705,-295407.7533203387,42415.49255326702
2024-07-01 06:15:00,,,,,,-13487863.351054868,-8359499.971385295,-7791164.256674889,-1786433.7487017163,-288265.4458132315,41282.60812905054
2024-07-01 06:20:00,,,,,,-13144631.340689452,-8121019.641994872,-7586470.169663731,-1743887.1005627592,-281399.96395444527,40218.55143614229
2024-07-01 06:25:00,,,,,,-12833164.813607857,-7900343.622393048,-7399121.9321640525,-1704098.1963728145,-274979.48168743146,39243.93121852619
2024-07-01 06:30:00,,,,,,-12552431.723993037,-7697091.633986835,-7228652.209171262,-1667100.8199961435,-269009.45049937774,38356.54211463155
2024-07-01 06:35:00,,,,,,-12299385.21075273,-7509689.498195259,-7073440.436040885,-1632646.0979620647,-263449.7112620605,37548.00151452963
2024-07-01 06:40:00,,,,,,-12055400.179855755,-7326897.972146658,-6922857.957952241,-1598401.3339451777,-257923.851613881,36762.152335587176
2024-07-01 06:45:00,,,,,,-11837056.207810353,-7158979.798741429,-6786518.705115373,-1566688.9426162548,-252806.62483125934,36050.24465142144
2024-07-01 06:50:00,,,,,,-11650554.271521043,-7009808.985577389,-6668047.945659811,-1538437.8905770758,-248247.93234311912,35431.72867974802
2024-07-01 06:55:00,,,,,,-11492166.833388086,-6877202.399615976,-6565358.869074405,-1513248.1250785235,-244183.22018312544,34895.70406057383
2024-07-01 07:00:00,,,,,,-11332532.860699657,-6790783.807252756,-6481077.930759544,-1482630.4730798048,-239242.64451969584,34435.54044053296
2024-07-01 07:05:00,,,,,,-11200525.956186088,-6714617.345268786,-6409878.739794702,-1455764.2059944356,-234907.40596728396,34046.429776989244
2024-07-01 07:10:00,,,,,,-11093767.321901456,-6648070.47822644,-6350743.712464641,-1432318.053771841,-231124.04958591083,33722.76786204651
2024-07-01 07:15:00,,,,,,-11009516.23105347,-6590194.746786027,-6302406.4357806295,-1411912.8013450827,-227831.38385341124,33457.649791969925
2024-07-01 07:20:00,,,,,,-10945224.826994324,-6540065.308549607,-6263671.735938884,-1394194.594979008,-224972.3096443401,33244.56975693229
2024-07-01 07:25:00,,,,,,-10899371.160025772,-6497289.904126688,-6233896.438464969,-1378943.319647041,-222511.30839759082,33079.97261616406
2024-07-01 07:30:00,,,,,,-10871687.9681697,-6462151.276848891,-6213123.699785136,-1366098.6570522094,-220438.6469334248,32963.96234889608
2024-07-01 07:35:00,,,,,,-10862776.541606847,-6435375.068780777,-6201862.886628374,-1355706.3705819505,-218761.70979845122,32899.1292755477
2024-07-01 07:40:00,,,,,,-10872819.13139085,-6417366.8627437875,-6200354.995518354,-1347755.69666109,-217478.76014303966,32886.651329583074
2024-07-01 07:45:00,,,,,,-10901136.016443029,-6407990.7925861,-6208332.969326215,-1342137.2980925082,-216572.15491947302,32925.02760686357
2024-07-01 07:50:00,,,,,,-10946698.95630934,-6406856.064469502,-6225310.645578611,-1338696.9665492675,-216017.01051135914,33011.604058693236
2024-07-01 07:55:00,,,,,,-11008243.462158019,-6413320.771100396,-6250626.531318856,-1337229.866168904,-215780.27385907318,33142.79854426982
2024-07-01 08:00:00,,,,,,-11102542.69266849,-6412246.110580569,-6287333.039577039,-1343655.5440281597,-216817.144604544,33314.49744009305
2024-07-01 08:05:00,,,,,,-11208693.323235642,-6419288.918585628,-6330849.933711266,-1351021.9635470521,-218005.81684509257,33524.79937417085
2024-07-01 08:10:00,,,,,,-11327032.367495071,-6434281.696956577,-6381289.352287039,-1359402.011734339,-219358.0518934957,33773.93783211965
2024-07-01 08:15:00,,,,,,-11458166.977120426,-6457252.461712477,-6438923.25965314,-1368894.0444462993,-220889.72080838023,34063.044719941965
2024-07-01 08:20:00,,,,,,-11602763.670262406,-6488291.060019954,-6504061.258910641,-1379596.9450395645,-222616.77976774797,34393.49264756097
2024-07-01 08:25:00,,,,,,-11760843.246914478,-6527137.265336352,-6576650.398786568,-1391525.449216364,-224541.60657809518,34764.76898215269
2024-07-01 08:30:00,,,,,,-11931762.512990998,-6573177.513597639,-6656267.611952397,-1404609.8653595918,-226652.9555466614,35174.43458219833
2024-07-01 08:35:00,,,,,,-12114231.896654263,-6625471.883626873,-6742135.655280022,-1418701.6703395732,-228926.86044115838,35618.20874320987
2024-07-01 08:40:00,,,,,,-12306447.924506418,-6682832.873058486,-6833199.475759449,-1433591.169170136,-231329.4841160902,36090.370092871584
2024-07-01 08:45:00,,,,,,-12506589.506237308,-6744096.009435948,-6928402.643520828,-1449066.5544480644,-233826.64855866492,36585.21331257328
2024-07-01 08:50:00,,,,,,-12713522.36143578,-6808498.784547962,-7027077.712987248,-1464996.2989811983,-236397.13006287516,37099.10723610088
2024-07-01 08:55:00,,,,,,-12926579.097727235,-6875549.705353086,-7128820.592616686,-1481302.3870277752,-239028.33972493638,37629.82690573881
2024-07-01 09:00:00,,,,,,-13206134.72581077,-6910714.356024333,-7245287.590586571,-1495042.1423783305,-241245.4366110487,38177.12290706351
2024-07-01 09:05:00,,,,,,-13485895.487371115,-6950931.447921113,-7363382.727145731,-1509326.858428746,-243550.47033736575,38738.651420785834
2024-07-01 09:10:00,,,,,,-13765817.414419727,-6995371.935139848,-7482824.060092252,-1524043.1007312858,-245925.13670891192,39312.23497171386
2024-07-01 09:15:00,,,,,,-14034928.42323209,-7037836.517635401,-7597448.886476073,-1537894.3314379642,-248160.22166385324,39864.93766949477
2024-07-01 09:20:00,,,,,,-14302399.15945317,-7082474.130570607,-7712079.955002855,-1551829.9116976482,-250408.9175693932,40421.62716636623
2024-07-01 09:25:00,,,,,,-14575579.840747254,-7132389.831555992,-7830509.1907441,-1566574.5549908474,-252788.16682806853,41001.72274043559
2024-07-01 09:30:00,,,,,,-14849052.388352778,-7184418.0932205655,-7949659.943623945,-1581473.7374153715,-255192.35308293495,41588.6970831276
2024-07-01 09:35:00,,,,,,-15119621.205184149,-7236643.8536154395,-8067703.595835142,-1596137.9104724252,-257558.61737168676,42172.65837777078
2024-07-01 09:40:00,,,,,,-15384852.153900398,-7287634.692931814,-8183257.1539303735,-1610277.0977213166,-259840.16804139424,42746.11512385948
2024-07-01 09:45:00,,,,,,-15643399.35896377,-7336561.028205311,-8295545.609974836,-1623729.5826015815,-262010.90991980064,43304.80246066787
2024-07-01 09:50:00,,,,,,-15819173.116086699,-7347933.125537813,-8364292.942620438,-1628647.9720396646,-262804.5591245822,43638.40397890673
2024-07-01 09:55:00,,,,,,-16019011.733938102,-7371805.111823143,-8446143.164084138,-1636126.0786431604,-264011.2535992372,44042.459353974795
2024-07-01 10:00:00,,,,,,-16309491.151865488,-7404937.699116378,-8566262.310606781,-1639677.5495712974,-264584.3318626411,44540.564802481975
2024-07-01 10:05:00,,,,,,-16600214.277824288,-7441282.324407585,-8687381.64263877,-1644248.8135248397,-265321.9676369627,45053.60851940238
2024-07-01 10:10:00,,,,,,-16882090.41854492,-7476338.095330536,-8804614.2454041,-1648815.32769199,-266058.8369684802,45555.28931178598
2024-07-01 10:15:00,,,,,,-17001248.64228935,-7660127.768311206,-8916587.864357796,-1685739.4735740907,-272017.0514176373,46037.77329666031
2024-07-01 10:20:00,,,,,,-17117962.722330485,-7832871.509188985,-9023497.527887765,-1720501.9802603177,-277626.45590564224,46501.42284981074
2024-07-01 10:25:00,,,,,,-17232243.957914688,-7995384.508760528,-9125657.252558168,-1753260.314708685,-282912.4598734469,46947.26368383947
2024-07-01 10:30:00,,,,,,-17343526.476013515,-8148151.935307026,-9223051.736818762,-1784101.210990122,-287889.0590461333,47374.672632946626
2024-07-01 10:35:00,,,,,,-17452941.372733194,-8292391.299064541,-9316543.418168485,-1813273.4402753175,-292596.39604442625,47787.582149060545
2024-07-01 10:40:00,,,,,,-17559401.0605873,-8428215.784058541,-9405791.30123934,-1840785.581675372,-297035.8552248895,48183.78812332769
2024-07-01 10:45:00,,,,,,-17660893.05891691,-8555210.199035475,-9489926.852109527,-1866532.9589177968,-301190.5456435536,48558.44477072588
2024-07-01 10:50:00,,,,,,-17758493.903348938,-8674384.01160572,-9569714.121237576,-1890723.5261698577,-305094.0235410452,48915.11143920581
2024-07-01 10:55:00,,,,,,-17797883.514219362,-8759459.7626917,-9615978.389845876,-1907623.2917286798,-307821.03116530983,49104.47988306436
2024-07-01 11:00:00,,,,,,-18098041.802483402,-8899210.035212917,-9776980.639358142,-1925196.0596125533,-310656.6368920257,49378.910841489334
2024-07-01 11:05:00,,,,,,-18389349.585267805,-9035220.530849706,-9933291.40983887,-1942947.845363054,-313521.1295926746,49671.69208162972
2024-07-01 11:10:00,,,,,,-18663664.439496487,-9163432.226294493,-10080503.88026906,-1959911.4387287288,-316258.43670395395,49956.7750195108
2024-07-01 11:15:00,,,,,,-18919484.08764291,-9283062.411805548,-10217800.032945555,-1975846.4911438995,-318829.7747073111,50227.00602347209
2024-07-01 11:20:00,,,,,,-19157596.028730065,-9394458.317825342,-10345599.42781113,-1990763.563252801,-321236.84770670196,50481.757005857566
2024-07-01 11:25:00,,,,,,-19379171.369167607,-9498159.141140996,-10464529.34784601,-2004720.1317348203,-323488.93034811865,50721.67823593752
2024-07-01 11:30:00,,,,,,-19585798.129601452,-9594911.305709934,-10575442.628428403,-2017822.088166884,-325603.1096814744,50948.71168317432
2024-07-01 11:35:00,,,,,,-19777945.603865154,-9684915.846030142,-10678588.433972374,-2030064.9452105437,-327578.6616135195,51162.07416146947
2024-07-01 11:40:00,,,,,,-19956748.117950678,-9768702.536566813,-10774575.448141381,-2041518.123156278,-329426.78805476305,51362.91697812986
2024-07-01 11:45:00,,,,,,-20123681.390931476,-9846970.445151368,-10864196.991658026,-2052289.9623473147,-331164.97119695303,51553.42166722912
2024-07-01 11:50:00,,,,,,-20280288.759592146,-9920453.257762099,-10948283.11463378,-2062498.501647859,-332812.25822045,51736.04928473414
2024-07-01 11:55:00,,,,,,-20427896.78235627,-9989779.854005348,-11027547.020725816,-2072241.9930773152,-334384.50342838495,51912.79356972136
2024-07-01 12:00:00,,,,,,-20828770.0410581,-10100509.143213632,-11213895.781772116,-2091219.988075325,-337446.86171215464,52083.54219563845
2024-07-01 12:05:00,,,,,,-21202571.086836748,-10204757.252016865,-11388010.971270282,-2109169.7268745177,-340343.29683656985,52252.66711287353
2024-07-01 12:10:00,,,,,,-21553229.635189056,-10303889.101992754,-11551817.796003336,-2126348.292353735,-343115.29262980726,52424.61997735434
2024-07-01 12:15:00,,,,,,-21882407.0100517,-10398203.89483421,-11706032.27612768,-2142793.737615202,-345768.9894788166,52598.52107621441
2024-07-01 12:20:00,,,,,,-22192099.35803916,-10488198.39883076,-11851563.096390162,-2158586.680985392,-348317.39624991553,52774.67784187759
2024-07-01 12:25:00,,,,,,-22486061.820263606,-10575231.689677596,-11990269.240016367,-2173986.713411688,-350802.40148234053,52957.88878705609
2024-07-01 12:30:00,,,,,,-22766283.699094113,-10659850.76286275,-12123074.571023608,-2189087.3787045446,-353239.09974550613,53148.97648754102
2024-07-01 12:35:00,,,,,,-23033887.858747277,-10742227.374570936,-12250452.302427761,-2203906.6502788463,-355630.39129499573,53347.043483631096
2024-07-01 12:40:00,,,,,,-23289691.877512384,-10822419.88782305,-12372723.492730172,-2218440.6593199596,-357975.65184481174,53550.77335064613
2024-07-01 12:45:00,,,,,,-23534476.769443862,-10900490.68804706,-12490197.178480595,-2232687.3961817976,-360274.5571111538,53758.974466519314
2024-07-01 12:50:00,,,,,,-23769984.853609324,-10976964.843516467,-12603698.721158208,-2246740.481205567,-362542.2140127165,53972.824382052604
2024-07-01 12:55:00,,,,,,-23996617.227722723,-11051769.27263786,-12713349.796172844,-2260572.158369789,-364774.1437369433,54190.666215021214
2024-07-01 13:00:00,,,,,,-24085064.306641236,-11078639.655900506,-12759911.83904892,-2284315.185075527,-368605.40486446023,54414.442497952754
2024-07-01 13:05:00,,,,,,-24175737.134120885,-11107550.105903776,-12807674.821376659,-2307139.676303618,-372288.44776717486,54641.485215087116
2024-07-01 13:10:00,,,,,,-24267788.273212403,-11138032.164804371,-12856188.098615482,-2329052.6860922026,-375824.4107103328,54870.016164082896
2024-07-01 13:15:00,,,,,,-24361308.709403567,-11170059.60855783,-12905498.415207371,-2350138.513261195,-379226.8964580566,55100.35894142008
2024-07-01 13:20:00,,,,,,-24455983.777708575,-11203426.301292665,-12955437.751038209,-2370435.5590573107,-382502.101575157,55331.90909235306
2024-07-01 13:25:00,,,,,,-24553226.125191733,-11238722.167960338,-13006753.223269625,-2390144.3459319323,-385682.3830935619,55567.96195353624
2024-07-01 13:30:00,,,,,,-24655355.922908366,-11276956.13483425,-13060672.775280405,-2409549.736589256,-388813.7074950846,55813.86049231442
2024-07-01 13:35:00,,,,,,-24764395.190392263,-11319003.313276201,-13118266.46547924,-2428904.6159110833,-391936.8812038339,56074.268302284174
2024-07-01 13:40:00,,,,,,-24881033.064023934,-11365130.619424097,-13179898.315491544,-2448330.0023369365,-395071.43219527847,56350.829143411844
2024-07-01 13:45:00,,,,,,-25007777.797184102,-11416434.98108832,-13246895.943803448,-2468126.943558671,-398265.93861969473,56649.30833090085
2024-07-01 13:50:00,,,,,,-25147245.31292448,-11474059.66603578,-13320643.94245572,-2488610.2403449393,-401571.19787384255,56975.71995787909
2024-07-01 13:55:00,,,,,,-25300476.051321637,-11538428.687844485,-13401692.352295324,-2509939.2266063076,-405012.92065692693,57332.50926509868
2024-07-01 14:00:00,,,,,,-25395176.89344243,-11658671.879431589,-13484938.438470488,-2534241.755729687,-408934.46512910875,57719.033489637535
2024-07-01 14:05:00,,,,,,-25509342.120534558,-11782087.752990833,-13576045.774898114,-2559371.6680222536,-412989.51915813645,58136.937957098526
2024-07-01 14:10:00,,,,,,-25642238.515549883,-11908943.943502882,-13674884.451517677,-2585372.6979802735,-417185.1399013624,58585.904402606124
2024-07-01 14:15:00,,,,,,-25790298.079903297,-12038128.88082387,-13779785.881405381,-2611990.6417568093,-421480.3081016671,59058.99801519399
2024-07-01 14:20:00,,,,,,-25949835.69466423,-12168390.1945996,-13888981.919710902,-2638942.7698187525,-425829.40149348066,59548.823601492426
2024-07-01 14:25:00,,,,,,-26117835.887489237,-12298706.308416668,-14001027.104023745,-2665998.351756931,-430195.1885789594,60049.336975551785
2024-07-01 14:30:00,,,,,,-26289501.830601137,-12427144.952088656,-14113490.182745107,-2692730.920008053,-434508.8530012995,60550.23796341856
2024-07-01 14:35:00,,,,,,-26461146.005405903,-12552246.929340003,-14224513.409982312,-2718817.7040680596,-438718.3113382551,61043.666899293676
2024-07-01 14:40:00,,,,,,-26630630.97336066,-12673261.195501711,-14333060.646597268,-2744089.947162326,-442796.3323830119,61525.27944000345
2024-07-01 14:45:00,,,,,,-26794991.698346764,-12789017.075468635,-14437639.255743103,-2768288.6261236547,-446701.11921540805,61988.76169549422
2024-07-01 14:50:00,,,,,,-26951018.56330903,-12898187.809065405,-14536607.921624063,-2791121.8364324686,-450385.56906069396,62427.14615489299
2024-07-01 14:55:00,,,,,,-27099911.76545712,-13001520.15933066,-14630688.004291883,-2812747.2230508677,-453875.1200832083,62843.59746364768
2024-07-01 15:00:00,,,,,,-27177910.03316941,-13108393.634187272,-14703781.367720723,-2826475.717086044,-456090.3998025207,63233.90177126142
2024-07-01 15:05:00,,,,,,-27250048.32988874,-13207497.802211933,-14771499.271777336,-2839193.8868751195,-458142.6499275762,63595.66685291278
2024-07-01 15:10:00,,,,,,-27316276.210424397,-13299144.771360882,-14833964.51367646,-2850923.772754092,-460035.42696713755,63929.78984322636
2024-07-01 15:15:00,,,,,,-27375241.38117295,-13383017.832691113,-14890595.158279605,-2861551.9501425675,-461750.42831845966,64234.13616100356
2024-07-01 15:20:00,,,,,,-27424902.019786153,-13458402.066311404,-14940406.939660529,-2870887.960565535,-463256.92090943863,64504.76899364409
2024-07-01 15:25:00,,,,,,-27467279.288305342,-13526526.361370452,-14984606.679034188,-2879162.607108708,-464592.1479652688,64747.15696561282
2024-07-01 15:30:00,,,,,,-27501855.29055529,-13587356.043915119,-15023010.150405826,-2886339.4759506322,-465750.2336193065,64960.74377296862
2024-07-01 15:35:00,,,,,,-27526836.901950255,-13640206.069542676,-15054727.45432853,-2892246.6674018935,-466703.4395125782,65141.89962287198
2024-07-01 15:40:00,,,,,,-27541682.801956564,-13684994.117973492,-15079545.476366732,-2896842.3835276244,-467445.0209783212,65289.90410522302
2024-07-01 15:45:00,,,,,,-27546576.434606265,-13721999.774563568,-15097648.718328437,-2900161.201908814,-467980.55758074025,65405.760300840826
2024-07-01 15:50:00,,,,,,-27539726.00293408,-13750522.53889043,-15108140.8182696,-2902030.0554450704,-468282.1225831816,65485.79296853969
2024-07-01 15:55:00,,,,,,-27522427.274408408,-13771395.79611979,-15111815.787270056,-2902600.6058632503,-468374.1886733879,65533.64537918906
2024-07-01 16:00:00,,,,,,-27418071.964215014,-13754784.915579073,-15074158.216938797,-2897634.3474470773,-467572.8151562327,65551.30053831836
2024-07-01 16:05:00,,,,,,-27308993.256340053,-13733092.721873295,-15032407.893436449,-2891708.9409103715,-466616.6700105371,65537.39388080481
2024-07-01 16:10:00,,,,,,-27194381.413128804,-13706091.305331986,-14986217.993551841,-2884769.055390378,-465496.8248470837,65491.32227647922
2024-07-01 16:15:00,,,,,,-27072751.9178018,-13673183.801774807,-14934853.916675348,-2876682.8840283714,-464192.0108318509,65410.641809726345
